idx,id,repo,sha,file,line,rule_id,category,tier,repo_category,enclosing_class,enclosing_function,stratum,weight,label,mechanism,reason,verified,web_route,actenon_detected,evidence
67,crewai:lib/crewai/src/crewai/a2a/auth/client_schemes.py:393:NET-EGRESS,crewAIInc/crewAI,b3aaaab023a53a08db4d36c9430b3463f1efcc7d,lib/crewai/src/crewai/a2a/auth/client_schemes.py,393,NET-EGRESS,network_egress,production,framework,OAuth2ClientCredentials,_fetch_token,crewai|network_egress,11.0,AMBIGUOUS,,unresolved_framework,site,False,False,"crewai OAuth2ClientCredentials._fetch_token; a2a auth, agent-initiated a2a calls possible but unproven"
68,crewai:lib/crewai/src/crewai/a2a/config.py:128:SECRET-READ,crewAIInc/crewAI,b3aaaab023a53a08db4d36c9430b3463f1efcc7d,lib/crewai/src/crewai/a2a/config.py,128,SECRET-READ,credential_access,production,framework,AgentCardSigningConfig,get_private_key,crewai|credential_access,7.0,NOT_AGENT_REACHABLE,,config_load,site,False,False,crewai AgentCardSigningConfig.get_private_key; signing key load
69,crewai:lib/crewai/src/crewai/a2a/updates/polling/handler.py:163:COMMUNICATION-SEND,crewAIInc/crewAI,b3aaaab023a53a08db4d36c9430b3463f1efcc7d,lib/crewai/src/crewai/a2a/updates/polling/handler.py,163,COMMUNICATION-SEND,communication,production,framework,PollingHandler,execute,crewai|communication,7.0,NOT_AGENT_REACHABLE,,framework_internal,path,False,False,crewai a2a PollingHandler.execute; the BaseTool._run chain is a name collision on execute()
70,crewai:lib/crewai/src/crewai/flow/persistence/sqlite.py:129:DATABASE-MUTATE,crewAIInc/crewAI,b3aaaab023a53a08db4d36c9430b3463f1efcc7d,lib/crewai/src/crewai/flow/persistence/sqlite.py,129,DATABASE-MUTATE,database_mutation,production,framework,SQLiteFlowPersistence,_save_state_sql,crewai|database_mutation,1.0,AMBIGUOUS,,unresolved_framework,site,False,False,"crewai SQLiteFlowPersistence._save_state_sql; flow persistence, BaseTool chain is generic"
71,crewai:lib/crewai/src/crewai/flow/runtime/_actions.py:274:EXEC-CODE,crewAIInc/crewAI,b3aaaab023a53a08db4d36c9430b3463f1efcc7d,lib/crewai/src/crewai/flow/runtime/_actions.py,274,EXEC-CODE,code_execution,production,framework,ScriptAction,_compile_handler,crewai|code_execution,3.0,NOT_AGENT_REACHABLE,,trusted_config,path,False,False,"crewai ScriptAction._compile_handler exec() runs DEVELOPER-authored flow YAML, gated by CREWAI_ALLOW_FLOW_SCRIPT_EXECUTION; not model input (source comment :268-274)"
72,fastapi:scripts/docs.py:401:FILE-WRITE,fastapi/fastapi,255b912928904e3ba5980425a54d6837c8bd1a1c,scripts/docs.py,401,FILE-WRITE,file_mutation,production,control,,build_all,fastapi|file_mutation,16.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,fastapi scripts/docs.py build_all
73,fastapi:scripts/label_approved.py:31:SECRET-READ,fastapi/fastapi,255b912928904e3ba5980425a54d6837c8bd1a1c,scripts/label_approved.py,31,SECRET-READ,credential_access,production,control,,,fastapi|credential_access,7.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,fastapi scripts/label_approved.py CI script
74,fastapi:scripts/notify_translations.py:218:NET-EGRESS,fastapi/fastapi,255b912928904e3ba5980425a54d6837c8bd1a1c,scripts/notify_translations.py,218,NET-EGRESS,network_egress,production,control,,get_graphql_response,fastapi|network_egress,2.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,fastapi scripts/notify_translations.py CI script
75,fastapi:scripts/playwright/separate_openapi_schemas/image03.py:12:BROWSER-ACTION,fastapi/fastapi,255b912928904e3ba5980425a54d6837c8bd1a1c,scripts/playwright/separate_openapi_schemas/image03.py,12,BROWSER-ACTION,browser_action,production,control,,run,fastapi|browser_action,12.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,fastapi screenshot generation script
76,fastapi:scripts/sponsors.py:216:REPOSITORY-MUTATION,fastapi/fastapi,255b912928904e3ba5980425a54d6837c8bd1a1c,scripts/sponsors.py,216,REPOSITORY-MUTATION,repository_mutation,production,control,,main,fastapi|repository_mutation,3.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,fastapi scripts/sponsors.py CI script
77,fastapi:scripts/topic_repos.py:60:EXEC-SHELL,fastapi/fastapi,255b912928904e3ba5980425a54d6837c8bd1a1c,scripts/topic_repos.py,60,EXEC-SHELL,shell_execution,production,control,,main,fastapi|shell_execution,34.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,fastapi scripts/topic_repos.py CI script
78,flask:examples/tutorial/flaskr/db.py:38:DATA-DELETE-SQL,pallets/flask,36e4a824f340fdee7ed50937ba8e7f6bc7d17f81,examples/tutorial/flaskr/db.py,38,DATA-DELETE-SQL,data_destruction,example,control,,init_db,flask|data_destruction,1.0,NOT_AGENT_REACHABLE,,control_library,site,False,False,flask tutorial example init_db; control repo
79,flask:src/flask/cli.py:1023:EXEC-CODE,pallets/flask,36e4a824f340fdee7ed50937ba8e7f6bc7d17f81,src/flask/cli.py,1023,EXEC-CODE,code_execution,production,control,,shell_command,flask|code_execution,2.0,NOT_AGENT_REACHABLE,,control_library,site,False,False,flask CLI shell command; control repo
80,gpt-engineer:gpt_engineer/core/project_config.py:148:FILE-OPEN-WRITE,AntonOsika/gpt-engineer,a90fcd543eedcc0ff2c34561bc0785d2ba83c47e,gpt_engineer/core/project_config.py,148,FILE-OPEN-WRITE,file_mutation,production,application,Config,to_toml,gpt-engineer|file_mutation,14.0,NOT_AGENT_REACHABLE,,framework_internal,site,False,False,"gpt-engineer Config.to_toml serializer, no caller"
81,gpt-engineer:scripts/clean_benchmarks.py:39:DATA-DELETE-OS,AntonOsika/gpt-engineer,a90fcd543eedcc0ff2c34561bc0785d2ba83c47e,scripts/clean_benchmarks.py,39,DATA-DELETE-OS,data_destruction,production,application,,main,gpt-engineer|data_destruction,1.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,gpt-engineer scripts/clean_benchmarks.py
82,gpt-engineer:scripts/legacy_benchmark.py:83:EXEC-SHELL,AntonOsika/gpt-engineer,a90fcd543eedcc0ff2c34561bc0785d2ba83c47e,scripts/legacy_benchmark.py,83,EXEC-SHELL,shell_execution,production,application,,main,gpt-engineer|shell_execution,13.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,gpt-engineer scripts/legacy_benchmark.py
83,haystack:.github/utils/docs_search_sync.py:67:NET-EGRESS,deepset-ai/haystack,757b3e2ce12e222748564ef9706c88c49e2e75d3,.github/utils/docs_search_sync.py,67,NET-EGRESS,network_egress,production,framework,,delete_files,haystack|network_egress,2.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,haystack .github/utils docs sync
84,haystack:.github/utils/promote_unstable_docs_docusaurus.py:74:FILE-OPEN-WRITE,deepset-ai/haystack,757b3e2ce12e222748564ef9706c88c49e2e75d3,.github/utils/promote_unstable_docs_docusaurus.py,74,FILE-OPEN-WRITE,file_mutation,production,framework,,,haystack|file_mutation,21.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,haystack .github/utils docs promotion
85,haystack:scripts/ruff_format_docs.py:73:EXEC-SHELL,deepset-ai/haystack,757b3e2ce12e222748564ef9706c88c49e2e75d3,scripts/ruff_format_docs.py,73,EXEC-SHELL,shell_execution,production,framework,,_add_trailing_commas,haystack|shell_execution,4.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,haystack scripts/ruff_format_docs.py
86,haystack:scripts/ruff_format_docs.py:77:DATA-DELETE-OS,deepset-ai/haystack,757b3e2ce12e222748564ef9706c88c49e2e75d3,scripts/ruff_format_docs.py,77,DATA-DELETE-OS,data_destruction,production,framework,,_add_trailing_commas,haystack|data_destruction,1.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,haystack scripts/ruff_format_docs.py
87,langchain:libs/langchain/langchain_classic/chains/natbot/crawler.py:89:BROWSER-ACTION,langchain-ai/langchain,fa7ce760a26437a904a4c93db75333f01d65ed83,libs/langchain/langchain_classic/chains/natbot/crawler.py,89,BROWSER-ACTION,browser_action,production,framework,Crawler,go_to_page,langchain|browser_action,2.0,AMBIGUOUS,,unresolved_framework,site,False,False,langchain natbot Crawler.go_to_page; natbot chain drives a browser from LLM output but no caller found in repo
88,langchain:libs/langchain/langchain_classic/indexes/_sql_record_manager.py:523:DATA-DELETE-SQL,langchain-ai/langchain,fa7ce760a26437a904a4c93db75333f01d65ed83,libs/langchain/langchain_classic/indexes/_sql_record_manager.py,523,DATA-DELETE-SQL,data_destruction,production,framework,SQLRecordManager,adelete_keys,langchain|data_destruction,15.0,AMBIGUOUS,,unresolved_framework,site,False,False,langchain SQLRecordManager.adelete_keys; indexing API callable from a pipeline
89,langchain:libs/langchain_v1/langchain/agents/middleware/file_search.py:314:EXEC-SHELL,langchain-ai/langchain,fa7ce760a26437a904a4c93db75333f01d65ed83,libs/langchain_v1/langchain/agents/middleware/file_search.py,314,EXEC-SHELL,shell_execution,production,framework,FilesystemFileSearchMiddleware,_ripgrep_search,langchain|shell_execution,4.0,AGENT_REACHABLE,LOCAL_HELPER_CALL,,path,False,False,@tool grep_search file_search.py:209 -> self._ripgrep_search(...) :252 -> _ripgrep_search:292 -> sink :314
90,langchain:libs/partners/anthropic/langchain_anthropic/chat_models.py:1250:SECRET-READ,langchain-ai/langchain,fa7ce760a26437a904a4c93db75333f01d65ed83,libs/partners/anthropic/langchain_anthropic/chat_models.py,1250,SECRET-READ,credential_access,production,framework,ChatAnthropic,_client_params,langchain|credential_access,31.0,NOT_AGENT_REACHABLE,,config_load,site,False,False,langchain ChatAnthropic._client_params secret read
91,langchain:libs/partners/anthropic/langchain_anthropic/middleware/anthropic_tools.py:1040:FILE-WRITE,langchain-ai/langchain,fa7ce760a26437a904a4c93db75333f01d65ed83,libs/partners/anthropic/langchain_anthropic/middleware/anthropic_tools.py,1040,FILE-WRITE,file_mutation,production,framework,_FilesystemClaudeFileToolMiddleware,_handle_delete,langchain|file_mutation,3.0,AGENT_REACHABLE,LOCAL_HELPER_CALL,,path,False,False,@tool(tool_name) file_tool anthropic_tools.py:716 -> self._handle_delete(...) :770 -> _handle_delete:1032 -> sink :1040
92,langchain:libs/partners/openai/langchain_openai/chatgpt_oauth.py:447:NET-EGRESS,langchain-ai/langchain,fa7ce760a26437a904a4c93db75333f01d65ed83,libs/partners/openai/langchain_openai/chatgpt_oauth.py,447,NET-EGRESS,network_egress,production,framework,,_apost_form,langchain|network_egress,9.0,NOT_AGENT_REACHABLE,,auth_flow,site,False,False,langchain chatgpt_oauth _apost_form
93,llamaindex:llama-dev/llama_dev/test/__init__.py:377:EXEC-SHELL,run-llama/llama_index,199e9b5b130bbde72639358a08935b913e7132c0,llama-dev/llama_dev/test/__init__.py,377,EXEC-SHELL,shell_execution,production,framework,,_uv_sync,llamaindex|shell_execution,15.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,llama-dev monorepo test tooling (_uv_sync)
94,llamaindex:llama-index-integrations/embeddings/llama-index-embeddings-ibm/llama_index/embeddings/ibm/base.py:155:SECRET-READ,run-llama/llama_index,199e9b5b130bbde72639358a08935b913e7132c0,llama-index-integrations/embeddings/llama-index-embeddings-ibm/llama_index/embeddings/ibm/base.py,155,SECRET-READ,credential_access,production,framework,WatsonxEmbeddings,__init__,llamaindex|credential_access,21.0,NOT_AGENT_REACHABLE,,config_load,site,False,False,llamaindex WatsonxEmbeddings.__init__ credential read
95,llamaindex:llama-index-integrations/graph_stores/llama-index-graph-stores-tidb/llama_index/graph_stores/tidb/property_graph.py:336:DATABASE-ORM-MUTATE,run-llama/llama_index,199e9b5b130bbde72639358a08935b913e7132c0,llama-index-integrations/graph_stores/llama-index-graph-stores-tidb/llama_index/graph_stores/tidb/property_graph.py,336,DATABASE-ORM-MUTATE,database_mutation,production,framework,TiDBPropertyGraphStore,upsert_nodes,llamaindex|database_mutation,10.0,AMBIGUOUS,,unresolved_framework,site,False,False,llamaindex TiDBPropertyGraphStore.upsert_nodes; vector store write reachable from RAG tooling
96,llamaindex:llama-index-integrations/llms/llama-index-llms-gaudi/llama_index/llms/gaudi/utils.py:313:EXEC-CODE,run-llama/llama_index,199e9b5b130bbde72639358a08935b913e7132c0,llama-index-integrations/llms/llama-index-llms-gaudi/llama_index/llms/gaudi/utils.py,313,EXEC-CODE,code_execution,production,framework,,setup_distributed_model,llamaindex|code_execution,8.0,NOT_AGENT_REACHABLE,,framework_internal,site,False,False,llamaindex gaudi setup_distributed_model; model init
97,llamaindex:llama-index-integrations/llms/llama-index-llms-vertex/llama_index/llms/vertex/utils.py:95:COMMUNICATION-SEND,run-llama/llama_index,199e9b5b130bbde72639358a08935b913e7132c0,llama-index-integrations/llms/llama-index-llms-vertex/llama_index/llms/vertex/utils.py,95,COMMUNICATION-SEND,communication,production,framework,,_completion_with_retry,llamaindex|communication,5.0,NOT_AGENT_REACHABLE,,llm_transport,site,False,False,llamaindex vertex _completion_with_retry; provider call
98,llamaindex:llama-index-integrations/readers/llama-index-readers-azstorage-blob/llama_index/readers/azstorage_blob/base.py:145:FILE-OPEN-WRITE,run-llama/llama_index,199e9b5b130bbde72639358a08935b913e7132c0,llama-index-integrations/readers/llama-index-readers-azstorage-blob/llama_index/readers/azstorage_blob/base.py,145,FILE-OPEN-WRITE,file_mutation,production,framework,AzStorageBlobReader,_download_files_and_extract_metadata,llamaindex|file_mutation,67.0,NOT_AGENT_REACHABLE,,web_route_only,site,True,False,llamaindex AzStorageBlobReader; router.post chain via ReaderConfig
99,llamaindex:llama-index-integrations/readers/llama-index-readers-boarddocs/llama_index/readers/boarddocs/base.py:65:NET-EGRESS,run-llama/llama_index,199e9b5b130bbde72639358a08935b913e7132c0,llama-index-integrations/readers/llama-index-readers-boarddocs/llama_index/readers/boarddocs/base.py,65,NET-EGRESS,network_egress,production,framework,BoardDocsReader,get_meeting_list,llamaindex|network_egress,147.0,NOT_AGENT_REACHABLE,,web_route_only,site,True,False,llamaindex BoardDocsReader; router.post chain
100,llamaindex:llama-index-integrations/readers/llama-index-readers-imdb-review/llama_index/readers/imdb_review/scraper.py:174:BROWSER-ACTION,run-llama/llama_index,199e9b5b130bbde72639358a08935b913e7132c0,llama-index-integrations/readers/llama-index-readers-imdb-review/llama_index/readers/imdb_review/scraper.py,174,BROWSER-ACTION,browser_action,production,framework,,main_scraper,llamaindex|browser_action,14.0,NOT_AGENT_REACHABLE,,web_route_only,site,True,False,llamaindex IMDB scraper; router.post chain
101,llamaindex:llama-index-integrations/vector_stores/llama-index-vector-stores-oracledb/llama_index/vector_stores/oracledb/base.py:388:DATA-DELETE-SQL,run-llama/llama_index,199e9b5b130bbde72639358a08935b913e7132c0,llama-index-integrations/vector_stores/llama-index-vector-stores-oracledb/llama_index/vector_stores/oracledb/base.py,388,DATA-DELETE-SQL,data_destruction,production,framework,,drop_table_purge,llamaindex|data_destruction,297.0,AMBIGUOUS,,unresolved_framework,site,False,False,llamaindex Oracle drop_table_purge; chain via LoadAndSearchToolSpec.load is generic
102,mcp-atlassian:src/mcp_atlassian/confluence/v2_adapter.py:1383:NET-EGRESS,sooperset/mcp-atlassian,1bd07dab87eb4f00b4e3661da0e48356f27cd085,src/mcp_atlassian/confluence/v2_adapter.py,1383,NET-EGRESS,network_egress,production,mcp_server,ConfluenceV2Adapter,delete_attachment,mcp-atlassian|network_egress,12.0,AGENT_REACHABLE,CROSS_MODULE_CALL,,path,False,False,@confluence_mcp.tool delete_attachment servers/confluence.py:2473 -> AttachmentsMixin.delete_attachment attachments.py:776 -> v2_adapter.delete_attachment :798 -> session.delete(url) v2_adapter.py:1383
103,mcp-atlassian:src/mcp_atlassian/jira/attachments.py:66:FILE-OPEN-WRITE,sooperset/mcp-atlassian,1bd07dab87eb4f00b4e3661da0e48356f27cd085,src/mcp_atlassian/jira/attachments.py,66,FILE-OPEN-WRITE,file_mutation,production,mcp_server,AttachmentsMixin,download_attachment,mcp-atlassian|file_mutation,4.0,AMBIGUOUS,,unresolved_framework,site,False,False,mcp-atlassian AttachmentsMixin.download_attachment; sibling of a confirmed tool path but its own tool wrapper not located
104,mcp-python-sdk:examples/clients/simple-chatbot/mcp_simple_chatbot/main.py:250:NET-EGRESS,modelcontextprotocol/python-sdk,629ca297d24b24f8055bf191ea7ff046a5c32100,examples/clients/simple-chatbot/mcp_simple_chatbot/main.py,250,NET-EGRESS,network_egress,example,mcp_server,LLMClient,get_response,mcp-python-sdk|network_egress,4.0,NOT_AGENT_REACHABLE,,llm_transport,site,False,False,mcp-python-sdk simple-chatbot LLMClient.get_response; provider call
105,mcp-python-sdk:examples/mcpserver/memory.py:116:DATABASE-MUTATE,modelcontextprotocol/python-sdk,629ca297d24b24f8055bf191ea7ff046a5c32100,examples/mcpserver/memory.py,116,DATABASE-MUTATE,database_mutation,example,mcp_server,MemoryNode,save,mcp-python-sdk|database_mutation,2.0,AGENT_REACHABLE,MULTI_HOP_LOCAL_CALL,,path,False,False,@mcp.tool() remember memory.py:265 -> add_memory :271 -> new_memory.save(deps) :167 -> sink MemoryNode.save:116
106,mcp-python-sdk:examples/mcpserver/memory.py:162:DATA-DELETE-SQL,modelcontextprotocol/python-sdk,629ca297d24b24f8055bf191ea7ff046a5c32100,examples/mcpserver/memory.py,162,DATA-DELETE-SQL,data_destruction,example,mcp_server,,delete_memory,mcp-python-sdk|data_destruction,3.0,AGENT_REACHABLE,MULTI_HOP_LOCAL_CALL,,path,False,False,@mcp.tool() remember :265 -> add_memory :271 -> merge_with :172 -> delete_memory(other.id) :146 -> sink :162
107,mcp-python-sdk:scripts/update_readme_snippets.py:136:FILE-WRITE,modelcontextprotocol/python-sdk,629ca297d24b24f8055bf191ea7ff046a5c32100,scripts/update_readme_snippets.py,136,FILE-WRITE,file_mutation,production,mcp_server,,update_readme_snippets,mcp-python-sdk|file_mutation,2.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,mcp-python-sdk README snippet updater
108,mcp-python-sdk:src/mcp/os/win32/utilities.py:184:EXEC-SHELL,modelcontextprotocol/python-sdk,629ca297d24b24f8055bf191ea7ff046a5c32100,src/mcp/os/win32/utilities.py,184,EXEC-SHELL,shell_execution,production,mcp_server,,_create_windows_fallback_process,mcp-python-sdk|shell_execution,5.0,NOT_AGENT_REACHABLE,,framework_internal,site,False,False,mcp-python-sdk win32 stdio transport fallback
109,mcp-servers:scripts/release.py:101:EXEC-SHELL,modelcontextprotocol/servers,d31124c982401739917fd817c2a59db344529c16,scripts/release.py,101,EXEC-SHELL,shell_execution,production,mcp_server,PyPiPackage,update_version,mcp-servers|shell_execution,3.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,mcp-servers scripts/release.py
110,mcp-servers:scripts/release.py:71:FILE-OPEN-WRITE,modelcontextprotocol/servers,d31124c982401739917fd817c2a59db344529c16,scripts/release.py,71,FILE-OPEN-WRITE,file_mutation,production,mcp_server,NpmPackage,update_version,mcp-servers|file_mutation,2.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,mcp-servers scripts/release.py
111,mcp-servers:src/git/src/mcp_server_git/server.py:230:GIT-MUTATE,modelcontextprotocol/servers,d31124c982401739917fd817c2a59db344529c16,src/git/src/mcp_server_git/server.py,230,GIT-MUTATE,vcs_mutation,production,mcp_server,,git_show,mcp-servers|vcs_mutation,2.0,AGENT_REACHABLE,SCHEMA_DISPATCH,,path,False,False,"@server.call_tool() call_tool server.py:487 -> match name case GitTools.SHOW :578 -> git_show(repo, arguments['revision']) :579 -> sink :230"
112,metagpt:examples/di/InfiAgent-DABench/run_InfiAgent-DABench_single.py:17:EXEC-CODE,FoundationAgents/MetaGPT,11cdf466d042aece04fc6cfd13b28e1a70341b1f,examples/di/InfiAgent-DABench/run_InfiAgent-DABench_single.py,17,EXEC-CODE,code_execution,example,application,,main,metagpt|code_execution,18.0,NOT_AGENT_REACHABLE,,web_route_only,site,True,False,metagpt DABench example driven by app.route
113,metagpt:metagpt/environment/minecraft/minecraft_ext_env.py:182:NET-EGRESS,FoundationAgents/MetaGPT,11cdf466d042aece04fc6cfd13b28e1a70341b1f,metagpt/environment/minecraft/minecraft_ext_env.py,182,NET-EGRESS,network_egress,production,application,MinecraftExtEnv,pause,metagpt|network_egress,15.0,AMBIGUOUS,,unresolved_framework,site,False,False,metagpt MinecraftExtEnv.pause; env control surface
114,metagpt:metagpt/ext/sela/runner/runner.py:106:DATA-DELETE-OS,FoundationAgents/MetaGPT,11cdf466d042aece04fc6cfd13b28e1a70341b1f,metagpt/ext/sela/runner/runner.py,106,DATA-DELETE-OS,data_destruction,production,application,Runner,evaluate_prediction,metagpt|data_destruction,6.0,NOT_AGENT_REACHABLE,,research_harness,site,False,False,metagpt SELA experiment runner; Action.run chain is a name collision
115,metagpt:metagpt/ext/spo/app.py:34:FILE-OPEN-WRITE,FoundationAgents/MetaGPT,11cdf466d042aece04fc6cfd13b28e1a70341b1f,metagpt/ext/spo/app.py,34,FILE-OPEN-WRITE,file_mutation,production,application,,save_yaml_template,metagpt|file_mutation,53.0,NOT_AGENT_REACHABLE,,web_route_only,site,True,False,metagpt spo app.py streamlit/route driven
116,metagpt:metagpt/utils/git_repository.py:501:REPOSITORY-MUTATION,FoundationAgents/MetaGPT,11cdf466d042aece04fc6cfd13b28e1a70341b1f,metagpt/utils/git_repository.py,501,REPOSITORY-MUTATION,repository_mutation,production,application,GitRepository,create_pull,metagpt|repository_mutation,1.0,AMBIGUOUS,,unresolved_framework,site,False,False,"metagpt GitRepository.create_pull; plausible agent action, no concrete path"
117,metagpt:metagpt/utils/mmdc_playwright.py:55:BROWSER-ACTION,FoundationAgents/MetaGPT,11cdf466d042aece04fc6cfd13b28e1a70341b1f,metagpt/utils/mmdc_playwright.py,55,BROWSER-ACTION,browser_action,production,application,,mermaid_to_file,metagpt|browser_action,7.0,AMBIGUOUS,,unresolved_framework,site,False,False,metagpt mermaid_to_file via WritePRD; Action.run chain plausible but passes through generic run()
118,metagpt:setup.py:16:EXEC-SHELL,FoundationAgents/MetaGPT,11cdf466d042aece04fc6cfd13b28e1a70341b1f,setup.py,16,EXEC-SHELL,shell_execution,production,application,InstallMermaidCLI,run,metagpt|shell_execution,11.0,NOT_AGENT_REACHABLE,,build_tooling,path,False,False,metagpt setup.py InstallMermaidCLI; setuptools command. The Action.run chain is a name collision on run()
119,open-interpreter:.codex/skills/babysit-pr/scripts/gh_pr_watch.py:253:DATA-DELETE-OS,openinterpreter/open-interpreter,a4da0fc3cecef98f95264a9c66896ddb064dc377,.codex/skills/babysit-pr/scripts/gh_pr_watch.py,253,DATA-DELETE-OS,data_destruction,production,application,,save_state,open-interpreter|data_destruction,1.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,open-interpreter .codex skill script gh_pr_watch
120,open-interpreter:.codex/skills/codex-issue-digest/scripts/collect_issue_digest.py:230:EXEC-SHELL,openinterpreter/open-interpreter,a4da0fc3cecef98f95264a9c66896ddb064dc377,.codex/skills/codex-issue-digest/scripts/collect_issue_digest.py,230,EXEC-SHELL,shell_execution,production,application,,gh_json,open-interpreter|shell_execution,51.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,open-interpreter .codex skill script issue digest
121,open-interpreter:codex-cli/scripts/build_npm_package.py:346:FILE-WRITE,openinterpreter/open-interpreter,a4da0fc3cecef98f95264a9c66896ddb064dc377,codex-cli/scripts/build_npm_package.py,346,FILE-WRITE,file_mutation,production,application,,stage_codex_sdk_sources,open-interpreter|file_mutation,39.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,open-interpreter codex-cli npm package build script
122,open-interpreter:codex-rs/scripts/write_provider_catalog.py:35:NET-EGRESS,openinterpreter/open-interpreter,a4da0fc3cecef98f95264a9c66896ddb064dc377,codex-rs/scripts/write_provider_catalog.py,35,NET-EGRESS,network_egress,production,application,,load_models_dev_catalog,open-interpreter|network_egress,7.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,open-interpreter provider catalog generator script
123,openai-agents:docs/scripts/translate_docs.py:370:FILE-OPEN-WRITE,openai/openai-agents-python,c1b423749e2bf8ca5f89cad13e2a144c9683a6ee,docs/scripts/translate_docs.py,370,FILE-OPEN-WRITE,file_mutation,example,framework,,translate_file,openai-agents|file_mutation,8.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,openai-agents docs translation script
124,openai-agents:examples/mcp/sse_remote_example/main.py:49:EXEC-SHELL,openai/openai-agents-python,c1b423749e2bf8ca5f89cad13e2a144c9683a6ee,examples/mcp/sse_remote_example/main.py,49,EXEC-SHELL,shell_execution,example,framework,,local_sse_server,openai-agents|shell_execution,28.0,NOT_AGENT_REACHABLE,,demo_script,site,False,False,openai-agents example launches a local SSE server
125,openai-agents:examples/realtime/app/server.py:115:COMMUNICATION-SEND,openai/openai-agents-python,c1b423749e2bf8ca5f89cad13e2a144c9683a6ee,examples/realtime/app/server.py,115,COMMUNICATION-SEND,communication,example,framework,RealtimeWebSocketManager,send_user_message,openai-agents|communication,1.0,NOT_AGENT_REACHABLE,,web_route_only,site,True,False,openai-agents realtime example websocket server
126,openai-agents:examples/sandbox/memory_multi_agent_multiturn.py:226:NET-EGRESS,openai/openai-agents-python,c1b423749e2bf8ca5f89cad13e2a144c9683a6ee,examples/sandbox/memory_multi_agent_multiturn.py,226,NET-EGRESS,network_egress,example,framework,,main,openai-agents|network_egress,21.0,NOT_AGENT_REACHABLE,,demo_script,site,False,False,openai-agents sandbox example main()
127,openai-agents:examples/tools/computer_use.py:138:BROWSER-ACTION,openai/openai-agents-python,c1b423749e2bf8ca5f89cad13e2a144c9683a6ee,examples/tools/computer_use.py,138,BROWSER-ACTION,browser_action,example,framework,LocalPlaywrightComputer,_get_browser_and_page,openai-agents|browser_action,1.0,AMBIGUOUS,,sample_app,site,False,False,openai-agents computer_use example; LocalPlaywrightComputer used as a computer tool
128,openai-agents:src/agents/extensions/memory/advanced_sqlite_session.py:1176:DATABASE-MUTATE,openai/openai-agents-python,c1b423749e2bf8ca5f89cad13e2a144c9683a6ee,src/agents/extensions/memory/advanced_sqlite_session.py,1176,DATABASE-MUTATE,database_mutation,production,framework,AdvancedSQLiteSession,_copy_sync,openai-agents|database_mutation,7.0,AMBIGUOUS,,unresolved_framework,site,False,False,openai-agents AdvancedSQLiteSession._copy_sync; no caller found
129,openai-agents:src/agents/sandbox/entries/mounts/patterns.py:393:DATA-DELETE-SQL,openai/openai-agents-python,c1b423749e2bf8ca5f89cad13e2a144c9683a6ee,src/agents/sandbox/entries/mounts/patterns.py,393,DATA-DELETE-SQL,data_destruction,production,framework,FuseMountPattern,apply,openai-agents|data_destruction,33.0,AMBIGUOUS,,unresolved_framework,site,False,False,openai-agents FuseMountPattern.apply; _LoadSkillTool.run chain passes through generic load/run
130,openai-agents:src/agents/sandbox/session/base_sandbox_session.py:1100:EXEC-CODE,openai/openai-agents-python,c1b423749e2bf8ca5f89cad13e2a144c9683a6ee,src/agents/sandbox/session/base_sandbox_session.py,1100,EXEC-CODE,code_execution,production,framework,BaseSandboxSession,mkdir,openai-agents|code_execution,117.0,AMBIGUOUS,,unresolved_framework,site,False,False,openai-agents BaseSandboxSession.mkdir; sandbox sessions are agent-driven but the traced chain is an app.post route
131,openhands:.github/scripts/find_prs_between_commits.py:107:EXEC-SHELL,All-Hands-AI/OpenHands,652503005093d18d1b2f48816c91d62e93f45970,.github/scripts/find_prs_between_commits.py,107,EXEC-SHELL,shell_execution,production,application,,get_pr_info_from_github,openhands|shell_execution,7.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,openhands .github PR script
